uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
1070,P03,20250520T072757Z,80.48,90.2,2013,2256,2008,P03_2008_948_176_1908_1074.jpg,cut stem,strawberry,"948, 176, 1908, 1074","(58, 231), (59, 220), (60, 199), (70, 184), (87, 177), (102, 167), (122, 159), (136, 156), (151, 151), (67, 189)","(1065, 638), (1066, 616), (1068, 575), (1089, 545), (1122, 530), (1153, 511), (1192, 495), (1221, 488), (1250, 478), (1082, 555)"
1071,P03,20250520T072757Z,118.36,130.48,2960,3263,2957,P03_2957_552_6_1916_1074.jpg,cut stem,strawberry,"552, 6, 1916, 1074","(159, 381), (208, 354), (246, 325), (282, 302), (321, 280), (353, 269), (436, 257), (428, 256), (338, 275), (301, 286)","(871, 769), (969, 714), (1045, 656), (1117, 611), (1195, 567), (1258, 545), (1424, 520), (1408, 518), (1229, 557), (1155, 579)"
1072,P03,20250520T072757Z,131.24,137.64,3282,3442,3271,P03_3271_498_20_1910_1070.jpg,cut stem,strawberry,"498, 20, 1910, 1070","(152, 506), (155, 473), (163, 424), (180, 389), (206, 364), (235, 350), (274, 348), (306, 348), (350, 347), (392, 345)","(803, 1033), (809, 966), (824, 869), (858, 799), (911, 749), (968, 721), (1046, 716), (1111, 716), (1198, 714), (1283, 710)"
1073,P03,20250520T072757Z,149.8,160.96,3746,4025,3742,P03_3742_668_156_1914_1072.jpg,cut stem,strawberry,"668, 156, 1914, 1072","(65, 414), (97, 373), (136, 329), (168, 302), (179, 255), (201, 220), (234, 195), (308, 168), (297, 170), (265, 181)","(799, 985), (862, 902), (940, 815), (1004, 761), (1027, 666), (1071, 597), (1136, 547), (1284, 493), (1262, 496), (1198, 519)"
1074,P03,20250520T072757Z,171.44,179,4287,4476,4190,P03_4190_464_8_1908_1072.jpg,cut stem,strawberry,"464, 8, 1908, 1072","(138, 359), (172, 333), (191, 319), (227, 294), (257, 277), (293, 270), (337, 260), (377, 252), (415, 250), (470, 252)","(740, 727), (808, 675), (846, 646), (919, 597), (978, 563), (1050, 549), (1139, 528), (1219, 512), (1295, 508), (1404, 512)"
1075,P03,20250520T072757Z,179.44,185.2,4487,4631,4479,P03_4479_684_28_1912_1070.jpg,cut stem,strawberry,"684, 28, 1912, 1070","(81, 336), (122, 328), (147, 309), (173, 290), (200, 269), (225, 254), (252, 240), (277, 230), (308, 221), (359, 219)","(847, 701), (929, 684), (979, 647), (1031, 608), (1085, 566), (1135, 537), (1189, 508), (1239, 489), (1300, 471), (1402, 467)"
1076,P03,20250520T072757Z,216.96,222.84,5425,5572,5424,P03_5424_492_170_1910_970.jpg,cut stem,strawberry,"492, 170, 1910, 970","(94, 374), (143, 371), (190, 343), (242, 296), (282, 251), (312, 208), (347, 171), (389, 148), (277, 260), (288, 247)","(681, 918), (778, 913), (873, 857), (976, 762), (1056, 672), (1116, 586), (1187, 513), (1270, 466), (1047, 691), (1069, 664)"
1077,P03,20250520T072757Z,223.08,236.96,5578,5925,5573,P03_5573_592_176_1916_946.jpg,cut stem,strawberry,"592, 176, 1916, 946","(49, 372), (70, 346), (93, 320), (117, 302), (159, 281), (193, 268), (226, 253), (248, 233), (273, 205), (310, 195)","(691, 921), (732, 869), (778, 816), (826, 780), (910, 739), (979, 712), (1044, 683), (1089, 643), (1138, 586), (1212, 566)"
1078,P03,20250520T072757Z,237.16,243.64,5930,6092,5928,P03_5928_694_184_1914_968.jpg,cut stem,strawberry,"694, 184, 1914, 968","(36, 215), (48, 266), (76, 291), (112, 277), (159, 254), (210, 229), (245, 201), (297, 172), (347, 155), (271, 182)","(767, 615), (790, 716), (846, 767), (918, 738), (1012, 692), (1114, 642), (1185, 587), (1288, 529), (1389, 494), (1236, 548)"
1079,P03,20250520T072757Z,259.96,271.48,6500,6788,6490,P03_6490_550_136_1912_986.jpg,cut stem,strawberry,"550, 136, 1912, 986","(93, 333), (114, 294), (149, 255), (187, 229), (219, 207), (256, 193), (309, 189), (352, 188), (401, 190), (166, 238)","(737, 803), (779, 724), (849, 647), (925, 594), (988, 551), (1063, 523), (1168, 515), (1255, 513), (1353, 516), (883, 612)"
1080,P03,20250520T072757Z,271.76,289.32,6795,7234,6788,P03_6788_662_6_1906_1066.jpg,cut stem,strawberry,"662, 6, 1906, 1066","(118, 401), (209, 431), (283, 480), (320, 519), (369, 518), (394, 497), (399, 422), (401, 361), (414, 245), (406, 299)","(899, 808), (1080, 869), (1229, 967), (1302, 1044), (1400, 1042), (1451, 1001), (1460, 850), (1464, 728), (1491, 496), (1475, 604)"
1081,P03,20250520T072757Z,289.84,302.36,7247,7560,7234,P03_7234_720_80_1908_1066.jpg,cut stem,strawberry,"720, 80, 1908, 1066","(63, 314), (50, 340), (42, 369), (43, 400), (64, 438), (90, 468), (118, 488), (50, 420), (45, 356), (104, 479)","(846, 709), (820, 761), (804, 819), (807, 881), (848, 956), (900, 1016), (957, 1056), (821, 921), (810, 793), (929, 1038)"
1082,P03,20250520T072757Z,305.36,311.28,7635,7783,7634,P03_7634_562_80_1918_1056.jpg,cut stem,strawberry,"562, 80, 1918, 1056","(69, 402), (106, 375), (146, 355), (193, 328), (238, 293), (251, 278), (275, 252), (294, 222), (336, 189), (382, 178)","(701, 884), (775, 830), (855, 790), (949, 736), (1039, 667), (1064, 636), (1112, 584), (1151, 524), (1234, 459), (1327, 437)"
1083,P03,20250520T072757Z,324.76,338.72,8120,8469,8118,P03_8118_698_90_1912_1072.jpg,cut stem,strawberry,"698, 90, 1912, 1072","(126, 320), (185, 351), (229, 394), (262, 430), (326, 455), (406, 475), (450, 450), (452, 358), (446, 277), (454, 374)","(950, 731), (1068, 793), (1157, 879), (1222, 951), (1351, 1001), (1511, 1041), (1599, 990), (1603, 806), (1590, 644), (1607, 839)"
1084,P03,20250521T064430Z,0.68,8.2,18,206,1,P03_1_502_120_1878_1046.jpg,cut stem,strawberry,"502, 120, 1878, 1046","(182, 300), (221, 291), (246, 287), (250, 251), (263, 204), (280, 175), (299, 158), (260, 213), (258, 220), (255, 231)","(866, 720), (944, 703), (995, 694), (1002, 622), (1028, 529), (1063, 471), (1101, 437), (1023, 546), (1018, 560), (1013, 583)"
1085,P03,20250521T064430Z,33.92,39.24,849,982,847,P03_847_666_42_1900_940.jpg,cut stem,strawberry,"666, 42, 1900, 940","(77, 340), (120, 350), (136, 343), (158, 315), (181, 297), (208, 271), (234, 251), (288, 235), (324, 236), (262, 241)","(820, 722), (906, 742), (939, 728), (983, 673), (1029, 637), (1083, 584), (1135, 545), (1243, 512), (1315, 514), (1190, 525)"
1086,P03,20250521T064430Z,39.68,46.76,993,1170,982,P03_982_784_68_1912_974.jpg,cut stem,strawberry,"784, 68, 1912, 974","(65, 297), (106, 292), (143, 294), (161, 260), (189, 226), (223, 218), (255, 218), (280, 226), (130, 297), (178, 239)","(915, 663), (996, 653), (1070, 656), (1107, 589), (1162, 521), (1231, 505), (1295, 504), (1344, 521), (1044, 663), (1141, 547)"
1087,P03,20250521T064430Z,57.2,63.2,1431,1581,1408,P03_1408_676_108_1790_1046.jpg,cut stem,strawberry,"676, 108, 1790, 1046","(132, 440), (169, 408), (199, 389), (203, 341), (212, 294), (223, 276), (245, 240), (265, 211), (289, 196), (237, 251)","(941, 988), (1014, 924), (1074, 886), (1082, 790), (1101, 696), (1123, 660), (1166, 589), (1207, 530), (1255, 500), (1151, 610)"
1088,P03,20250521T064430Z,63.44,69.52,1587,1739,1581,P03_1581_854_70_1826_784.jpg,cut stem,strawberry,"854, 70, 1826, 784","(75, 274), (115, 290), (98, 286), (129, 269), (141, 245), (146, 238), (166, 224), (181, 212), (197, 208), (137, 252)","(1005, 618), (1084, 651), (1051, 643), (1112, 609), (1137, 561), (1146, 546), (1187, 518), (1217, 494), (1248, 486), (1128, 575)"
1089,P03,20250521T064430Z,82.72,88.6,2069,2216,2069,P03_2069_972_126_1754_984.jpg,cut stem,strawberry,"972, 126, 1754, 984","(60, 222), (78, 251), (82, 236), (92, 247), (110, 236), (130, 230), (147, 229), (159, 230), (171, 226), (195, 221)","(1093, 570), (1128, 629), (1136, 599), (1156, 620), (1192, 599), (1233, 586), (1266, 585), (1291, 586), (1315, 578), (1362, 569)"
1090,P03,20250521T064430Z,95.76,100.92,2395,2524,2321,P03_2321_756_252_1788_930.jpg,cut stem,strawberry,"756, 252, 1788, 930","(59, 226), (97, 227), (118, 203), (131, 173), (148, 153), (172, 150), (97, 202), (109, 215), (80, 229), (124, 183)","(875, 704), (951, 706), (993, 658), (1019, 598), (1053, 559), (1101, 553), (951, 656), (975, 683), (917, 710), (1004, 618)"
1091,P03,20250521T064430Z,102.8,107.92,2571,2699,2524,P03_2524_886_204_1820_864.jpg,cut stem,strawberry,"886, 204, 1820, 864","(36, 64), (47, 88), (58, 111), (75, 130), (93, 130), (84, 125), (69, 86), (69, 111), (65, 121), (47, 89)","(959, 332), (980, 380), (1003, 427), (1036, 465), (1072, 465), (1054, 454), (1025, 376), (1025, 426), (1017, 447), (981, 383)"
1092,P03,20250521T064430Z,131.28,137.8,3283,3446,3229,P03_3229_512_18_1910_788.jpg,cut stem,strawberry,"512, 18, 1910, 788","(173, 361), (218, 351), (238, 333), (265, 312), (295, 287), (313, 265), (338, 250), (349, 242), (331, 256), (120, 365)","(858, 740), (948, 720), (989, 685), (1042, 642), (1103, 592), (1139, 549), (1189, 519), (1211, 502), (1174, 531), (752, 749)"
1093,P03,20250521T064430Z,137.88,145.56,3448,3640,3446,P03_3446_454_32_1904_858.jpg,cut stem,strawberry,"454, 32, 1904, 858","(155, 321), (192, 325), (230, 301), (262, 273), (295, 265), (341, 255), (380, 245), (364, 249), (318, 262), (212, 317)","(765, 675), (839, 683), (914, 634), (978, 578), (1044, 562), (1136, 542), (1215, 523), (1183, 530), (1091, 556), (878, 666)"
1094,P03,20250521T064430Z,145.72,153.96,3644,3850,3640,P03_3640_456_90_1900_914.jpg,cut stem,strawberry,"456, 90, 1900, 914","(130, 228), (149, 226), (151, 246), (137, 253), (175, 244), (205, 234), (235, 228), (277, 221), (320, 211), (342, 208)","(716, 547), (755, 543), (759, 582), (731, 596), (806, 578), (866, 559), (926, 546), (1011, 532), (1096, 512), (1140, 506)"
1095,P03,20250521T064430Z,154.12,167.16,3854,4180,3850,P03_3850_480_80_1914_774.jpg,cut stem,strawberry,"480, 80, 1914, 774","(104, 308), (126, 294), (153, 276), (181, 258), (199, 245), (231, 231), (256, 216), (259, 219), (262, 221), (273, 217)","(689, 696), (732, 668), (786, 633), (842, 596), (878, 570), (943, 542), (993, 513), (999, 518), (1005, 523), (1026, 515)"
1096,P03,20250521T064430Z,167.28,174.6,4183,4366,4180,P03_4180_538_98_1900_876.jpg,cut stem,strawberry,"538, 98, 1900, 876","(62, 371), (82, 360), (90, 348), (117, 314), (144, 289), (168, 265), (203, 248), (236, 226), (272, 210), (324, 195)","(662, 841), (703, 818), (718, 795), (772, 726), (827, 677), (874, 629), (945, 595), (1011, 551), (1082, 518), (1187, 489)"
1097,P03,20250521T064430Z,175.4,182,4386,4551,4373,P03_4373_696_70_1906_832.jpg,cut stem,strawberry,"696, 70, 1906, 832","(67, 296), (92, 281), (121, 274), (142, 261), (163, 252), (189, 239), (216, 227), (229, 221), (78, 286), (203, 231)","(830, 662), (881, 633), (938, 618), (980, 593), (1022, 575), (1075, 548), (1128, 525), (1154, 513), (852, 642), (1103, 532)"
1098,P03,20250521T064430Z,191.24,199.96,4782,5000,4759,P03_4759_590_32_1888_914.jpg,cut stem,strawberry,"590, 32, 1888, 914","(122, 311), (155, 285), (167, 260), (179, 232), (187, 203), (206, 182), (239, 180), (258, 187), (285, 193), (315, 208)","(834, 655), (900, 603), (925, 553), (948, 497), (964, 438), (1002, 397), (1068, 392), (1106, 407), (1161, 419), (1221, 448)"
1099,P03,20250521T064430Z,200.08,206.24,5003,5157,5001,P03_5001_712_62_1912_976.jpg,cut stem,strawberry,"712, 62, 1912, 976","(53, 374), (91, 374), (131, 365), (158, 346), (195, 314), (219, 291), (253, 263), (273, 246), (305, 236), (331, 225)","(819, 810), (895, 810), (974, 793), (1029, 754), (1102, 691), (1152, 645), (1218, 588), (1259, 554), (1322, 534), (1374, 512)"
1100,P03,20250521T064430Z,226.48,235,5663,5876,5626,P03_5626_504_164_1658_946.jpg,cut stem,strawberry,"504, 164, 1658, 946","(135, 350), (178, 349), (210, 346), (263, 328), (296, 308), (320, 280), (351, 241), (383, 215), (399, 189), (319, 285)","(774, 864), (861, 862), (924, 856), (1030, 820), (1096, 780), (1145, 724), (1206, 646), (1270, 595), (1302, 543), (1142, 734)"
1101,P03,20250521T064430Z,235.28,240.76,5883,6020,5882,P03_5882_646_174_1770_980.jpg,cut stem,strawberry,"646, 174, 1770, 980","(129, 380), (155, 349), (185, 321), (216, 298), (256, 257), (264, 249), (285, 228), (312, 202), (341, 182), (367, 170)","(904, 935), (956, 872), (1017, 817), (1078, 771), (1159, 688), (1174, 672), (1217, 630), (1271, 579), (1328, 539), (1381, 514)"
1102,P03,20250521T064430Z,240.88,247.6,6023,6191,6020,P03_6020_638_232_1732_924.jpg,cut stem,strawberry,"638, 232, 1732, 924","(129, 313), (144, 306), (182, 310), (234, 293), (272, 267), (308, 223), (342, 198), (366, 172), (374, 141), (301, 230)","(897, 859), (927, 844), (1002, 852), (1107, 818), (1183, 766), (1254, 679), (1322, 629), (1371, 576), (1386, 515), (1241, 693)"
1103,P03,20250521T064430Z,248.68,257.04,6218,6427,6192,P03_6192_620_98_1788_878.jpg,cut stem,strawberry,"620, 98, 1788, 878","(109, 288), (136, 296), (162, 307), (200, 308), (229, 298), (253, 283), (277, 260), (308, 239), (330, 223), (364, 211)","(839, 674), (892, 691), (944, 713), (1020, 714), (1079, 694), (1127, 665), (1174, 619), (1236, 576), (1280, 544), (1348, 521)"
1104,P03,20250521T064430Z,257.36,263.88,6435,6598,6427,P03_6427_658_170_1796_872.jpg,cut stem,strawberry,"658, 170, 1796, 872","(67, 314), (93, 320), (120, 306), (157, 299), (182, 295), (217, 282), (251, 269), (291, 245), (328, 222), (365, 187)","(793, 799), (845, 810), (898, 782), (973, 769), (1023, 760), (1093, 735), (1161, 708), (1240, 660), (1314, 615), (1388, 545)"
1105,P03,20250521T064430Z,265.92,272.52,6649,6814,6614,P03_6614_634_156_1752_892.jpg,cut stem,strawberry,"634, 156, 1752, 892","(104, 281), (132, 269), (147, 246), (174, 218), (197, 198), (227, 180), (265, 158), (301, 146), (340, 147), (243, 169)","(843, 718), (899, 694), (928, 648), (982, 593), (1029, 553), (1088, 517), (1165, 472), (1236, 449), (1315, 450), (1121, 495)"
1106,P03,20250521T064430Z,285.4,291,7136,7276,7132,P03_7132_640_186_1760_888.jpg,cut stem,strawberry,"640, 186, 1760, 888","(49, 289), (82, 289), (114, 273), (146, 255), (172, 236), (194, 218), (205, 213), (232, 196), (274, 177), (308, 170)","(739, 764), (805, 765), (869, 732), (932, 696), (984, 659), (1029, 622), (1050, 612), (1104, 579), (1189, 540), (1256, 526)"
1107,P03,20250521T064430Z,291.68,298.56,7293,7465,7276,P03_7276_690_196_1796_900.jpg,cut stem,strawberry,"690, 196, 1796, 900","(63, 304), (69, 308), (92, 297), (115, 271), (142, 241), (170, 222), (198, 206), (228, 186), (259, 171), (294, 159)","(816, 804), (829, 813), (874, 790), (920, 739), (975, 679), (1031, 640), (1087, 609), (1147, 568), (1209, 538), (1278, 514)"
1108,P03,20250521T064430Z,319.52,324.84,7989,8122,7946,P03_7946_414_170_1872_1058.jpg,cut stem,strawberry,"414, 170, 1872, 1058","(195, 342), (220, 332), (251, 304), (275, 282), (305, 256), (331, 226), (352, 206), (397, 180), (318, 244), (315, 249)","(805, 854), (854, 834), (916, 778), (965, 735), (1024, 683), (1077, 622), (1118, 582), (1208, 531), (1051, 658), (1044, 669)"
1109,P03,20250521T064430Z,328.32,335.64,8209,8392,8187,P03_8187_398_114_1890_1062.jpg,cut stem,strawberry,"398, 114, 1890, 1062","(240, 366), (261, 339), (283, 312), (300, 296), (322, 275), (344, 240), (336, 252), (362, 221), (382, 203), (275, 325)","(878, 846), (921, 793), (965, 738), (999, 707), (1042, 665), (1086, 595), (1070, 619), (1122, 556), (1162, 521), (949, 765)"
1110,P03,20250521T064430Z,338.16,344.24,8455,8607,8430,P03_8430_554_86_1902_1060.jpg,cut stem,strawberry,"554, 86, 1902, 1060","(31, 342), (53, 327), (84, 330), (115, 334), (140, 347), (174, 355), (202, 348), (221, 323), (245, 282), (123, 342)","(617, 771), (660, 740), (723, 747), (784, 755), (834, 780), (903, 796), (958, 782), (996, 733), (1045, 650), (801, 771)"
1111,P03,20250521T064430Z,346.4,353.72,8661,8844,8607,P03_8607_720_48_1902_1046.jpg,cut stem,strawberry,"720, 48, 1902, 1046","(192, 468), (198, 388), (209, 335), (222, 303), (232, 279), (260, 245), (285, 241), (332, 239), (328, 247), (294, 243)","(1105, 985), (1116, 824), (1139, 718), (1164, 654), (1184, 606), (1240, 539), (1291, 530), (1384, 526), (1376, 543), (1308, 535)"
1112,P03,20250521T064430Z,355.52,361.96,8889,9050,8844,P03_8844_592_106_1848_1054.jpg,cut stem,strawberry,"592, 106, 1848, 1054","(82, 309), (103, 333), (125, 333), (147, 313), (168, 287), (190, 263), (207, 244), (184, 274), (173, 287), (159, 301)","(756, 725), (798, 773), (843, 773), (887, 732), (929, 681), (972, 632), (1006, 594), (960, 655), (938, 680), (911, 708)"
1113,P03,20250521T064430Z,364,370.56,9101,9265,9075,P03_9075_624_94_1876_1046.jpg,cut stem,strawberry,"624, 94, 1876, 1046","(44, 302), (56, 313), (78, 313), (97, 300), (122, 281), (151, 260), (185, 239), (204, 227), (216, 216), (195, 230)","(712, 698), (737, 721), (781, 721), (819, 695), (869, 656), (926, 615), (994, 573), (1032, 548), (1056, 527), (1015, 555)"
1114,P03,20250521T064430Z,375.96,381.96,9400,9550,9375,P03_9375_624_84_1902_1058.jpg,cut stem,strawberry,"624, 84, 1902, 1058","(124, 298), (144, 338), (171, 327), (191, 299), (206, 284), (228, 266), (244, 251), (260, 238), (274, 229), (236, 259)","(872, 681), (912, 760), (967, 738), (1006, 682), (1036, 653), (1080, 617), (1112, 587), (1145, 561), (1173, 542), (1097, 603)"
1115,P03,20250521T064430Z,384.12,390.32,9604,9759,9551,P03_9551_712_160_1898_1064.jpg,cut stem,strawberry,"712, 160, 1898, 1064","(43, 257), (69, 268), (96, 276), (142, 277), (177, 272), (209, 256), (214, 251), (235, 236), (251, 219), (159, 276)","(798, 675), (850, 697), (905, 712), (997, 714), (1067, 704), (1130, 673), (1141, 663), (1183, 632), (1214, 598), (1030, 712)"
1116,P03,20250513T081542Z,17.68,21.88,443,548,443,P03_443_532_78_1750_976.jpg,cut leafs,strawberry,"532, 78, 1750, 976","(133, 301), (143, 275), (178, 244), (156, 265), (159, 277), (187, 277), (214, 272), (223, 271), (250, 276), (265, 295)","(799, 681), (818, 628), (889, 566), (845, 608), (851, 633), (906, 633), (960, 623), (979, 620), (1033, 630), (1062, 668)"
1117,P03,20250513T081542Z,22.8,25.6,571,641,571,P03_571_568_72_1688_962.jpg,cut leafs,strawberry,"568, 72, 1688, 962","(105, 302), (132, 279), (130, 304), (150, 283), (170, 286), (196, 288), (214, 286), (232, 287), (246, 285), (113, 286)","(778, 676), (832, 630), (828, 681), (869, 638), (908, 645), (961, 648), (997, 645), (1032, 647), (1060, 642), (795, 645)"
1118,P03,20250513T081542Z,30,33.44,751,837,750,P03_750_530_28_1722_1004.jpg,cut leafs,strawberry,"530, 28, 1722, 1004","(51, 387), (67, 345), (101, 333), (98, 312), (71, 311), (170, 299), (192, 296), (226, 300), (253, 302), (245, 295)","(633, 803), (664, 718), (733, 694), (726, 653), (672, 651), (871, 626), (914, 620), (983, 629), (1036, 633), (1020, 619)"
1119,P03,20250513T081542Z,34.32,37.84,859,947,851,P03_851_552_102_1718_1010.jpg,cut leafs,strawberry,"552, 102, 1718, 1010","(68, 335), (92, 301), (47, 320), (83, 300), (124, 289), (150, 283), (175, 273), (191, 268), (211, 263), (217, 289)","(688, 772), (736, 705), (647, 742), (718, 702), (800, 680), (853, 668), (903, 648), (934, 638), (975, 629), (986, 680)"
1120,P03,20250513T081542Z,43.56,45.6,1090,1141,1065,P03_1065_444_40_1654_1026.jpg,cut leafs,strawberry,"444, 40, 1654, 1026","(219, 322), (243, 353), (206, 349), (230, 337), (245, 325), (260, 317), (277, 314), (291, 319), (306, 329), (221, 354)","(883, 684), (931, 746), (857, 739), (904, 715), (934, 690), (964, 675), (998, 668), (1026, 679), (1056, 699), (887, 748)"
1121,P03,20250513T081542Z,46.56,49.08,1165,1228,1163,P03_1163_426_20_1692_1020.jpg,cut leafs,strawberry,"426, 20, 1692, 1020","(145, 401), (127, 371), (144, 353), (102, 330), (169, 340), (199, 328), (236, 317), (264, 309), (279, 307), (302, 315)","(717, 823), (680, 762), (714, 727), (631, 681), (764, 701), (825, 677), (899, 655), (954, 638), (985, 634), (1031, 651)"
